ResponseId,ih_final,qid,text,review_topic,w3_qid,respect,enjoy_numConf_original,persuasive_numConf_original,articulatedConf_original,informativeConf_original,aggressiveConf_original,persuasive_meConf_original,enjoy_numConf_conf,persuasive_numConf_conf,articulatedConf_conf,informativeConf_conf,aggressiveConf_conf,persuasive_meConf_conf,original_text,posConf
R_2vjFxiW50Iau0Mc,y,gc_IHn_100,"I think that the main issue with all these mass shootings we're seeing is the guns. I am open to putting restrictions and legitimate steps to make sure those guns aren't being sold so easily to those likely to commit violence with them. The people screaming mental health issues can't put in place mental health solutions so we probably should put restrictions on the guns. I'm no expert, but I think that these high-powered military weapons shouldn't be available and so easily to get by mere civilians so they should be banned.",gc,gc_IHn_100_1,50.0,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_33DUQvIxwfOzpvx,y,gc_IHn_100,"I think that the main issue with all these mass shootings we're seeing is the guns. I am open to putting restrictions and legitimate steps to make sure those guns aren't being sold so easily to those likely to commit violence with them. The people screaming mental health issues can't put in place mental health solutions so we probably should put restrictions on the guns. I'm no expert, but I think that these high-powered military weapons shouldn't be available and so easily to get by mere civilians so they should be banned.",gc,gc_IHn_100_1,50.0,0,1,0,0,0,0,1,1,1,1,1,1,False,True
R_3RxszcDFaurHbIG,n,im_IHn_42,Immigration definitely helps the country. Everyone is an immigrant or a descendent of one. No one should disagree that immigrants do more good than harm. I stand firm by my words.,im,im_IHn_42_0,60.0,0,0,0,0,0,0,0,0,0,0,1,0,True,True
R_AohVm294A7WdH69,y,im_IHn_42,"I could be wrong, but I believe immigration helps the country. I think everyone is an immigrant or a descendent of one. Some people might disagree that immigrants do more good than harm, but in my experience I have only seen immigrants as beneficial to our country.",im,im_IHn_42_1,60.0,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_31oBVt5ko405TIS,y,im_IHn_42,"I believe that immigration definitely helps the country. Everyone is an immigrant or a descendent of one. I think that no one should disagree that immigrants do more good than harm. I stand firm by my words, but I can be wrong.",im,im_IHn_42_2,60.0,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_qJx8hZ1JV9TajPr,n,im_IHn_44,"Immigrants are obviously good for society. Conservatives believe immigrants are bad actors, which is incorrect. I know immigration can help this country. There is not argument for restricting immigration other than xenophobia.",im,im_IHn_44_0,45.25,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_26eTOmXa58eqFn8,n,im_IHn_44,"Immigrants are obviously good for society. Conservatives believe immigrants are bad actors, which is incorrect. I know immigration can help this country. There is not argument for restricting immigration other than xenophobia.",im,im_IHn_44_0,45.25,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_2QPouAI8DO9RR5A,y,im_IHn_44,"Immigrants might actually be good for society. Conservatives believe immigrants are bad actors, which is debatable. I believe immigration can help this country. One could argue for restricting immigration for reasons other than xenophobia.",im,im_IHn_44_3,45.25,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_3Rz2l4XvaPQfyep,n,im_IHn_65,"Immigration is what made the USA what it is today. Immigrants provide labor and cultural diversity. The number of people who are here illegally is small, and most immigrants want to become citizens. People need to stop demonizing immigrants and recognize the positives.",im,im_IHn_65_0,53.125,1,0,1,0,0,0,1,1,1,0,0,1,True,True
R_3fwVuyztVobK6je,y,im_IHn_65,"Immigration has contributed greatly to make USA what it is today. Immigrants enrich cultural diversity while also providing labor. It appears that although there may be people who are here illegally, that number is relatively small. Most immigrants would like a chance at becoming a citizen. It may be wise to focus on the positive contributions of immigrants rather than focusing solely on the cons.",im,im_IHn_65_2,53.125,1,1,1,1,1,1,1,1,1,1,1,1,False,True
R_1mlnymcqPR0eCqa,y,im_IHn_65,"Immigration has contributed greatly to make USA what it is today. Immigrants enrich cultural diversity while also providing labor. It appears that although there may be people who are here illegally, that number is relatively small. Most immigrants would like a chance at becoming a citizen. It may be wise to focus on the positive contributions of immigrants rather than focusing solely on the cons.",im,im_IHn_65_2,53.125,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_1gkJAuytbYLPD3M,n,im_IHn_86,Immigration in recent years has been good. Anyone who tells you otherwise is lying. There is no reason to think that immigrants don't help our country. I am happy to have them here.,im,im_IHn_86_0,31.428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_31AjFjMjOcHObl7,n,im_IHn_86,Immigration in recent years has been good. Anyone who tells you otherwise is lying. There is no reason to think that immigrants don't help our country. I am happy to have them here.,im,im_IHn_86_0,31.428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_2dXPvf2ZogeZN5k,y,im_IHn_86,"Immigration in recent years has been good. I don't think there are any reasons to think that immigrants don't help our country, but I would be interested in hearing what others have to say. I am happy to have them here, but realize others may have had different experiences.",im,im_IHn_86_1,31.428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_1IFNoIyGhAizdAZ,n,gc_IHn_102,"Guns are dangerous and inherently violent. Therefore, it is the duty of the government to restrict access to firearms in order to protect its citizens from harm. Any opposition to stricter gun laws is an attempt to prioritize individual freedom over the greater good, which is a selfish and irresponsible attitude. Those who argue against gun control often do so out of a misguided belief in the absolute right to bear arms. Such individuals are either ignorant of the facts or callously indifferent to the suffering of others.",gc,gc_IHn_102_0,43.18181818181818,1,1,1,0,0,1,0,0,0,0,0,0,True,False
R_2fj5Xd59BDcuEAa,n,gc_IHn_102,"Guns are dangerous and inherently violent. Therefore, it is the duty of the government to restrict access to firearms in order to protect its citizens from harm. Any opposition to stricter gun laws is an attempt to prioritize individual freedom over the greater good, which is a selfish and irresponsible attitude. Those who argue against gun control often do so out of a misguided belief in the absolute right to bear arms. Such individuals are either ignorant of the facts or callously indifferent to the suffering of others.",gc,gc_IHn_102_0,43.18181818181818,1,0,1,1,0,1,0,0,0,0,0,0,True,False
R_0HrKAFXqnXsT6cp,y,gc_IHn_102,"Guns are dangerous and inherently violent. I think it is the duty of the government to restrict access to firearms in order to protect its citizens from harm. I could be wrong, but any opposition to stricter gun laws is an attempt to prioritize individual freedom over the greater good, which I see as being selfish and irresponsible attitude. Those who argue against gun control often might do so out of a misguided belief in the absolute right to bear arms. I'm not sure but I thinksuch individuals are either ignorant of the facts or callously indifferent to the suffering of others.",gc,gc_IHn_102_3,43.18181818181818,1,0,1,1,1,1,1,0,1,1,1,1,False,False
R_2fj5Xd59BDcuEAa,n,gc_IHn_59,"Guns must be banned, no questions asked. How many more people must die before gun control is enacted? There is no other way to solve this problem. Anyone else who thinks otherwise is a threat to our country.",gc,gc_IHn_59_0,56.57142857142857,0,0,1,0,1,0,1,1,1,1,1,1,True,True
R_AhPgOulDdBWMvjH,y,gc_IHn_59,"In my view, ""Guns must be banned, no questions asked. How many more people must die before gun control is enacted? However, it is important to bring gun owners into the conversation to understand their views and what can be done.",gc,gc_IHn_59_2,56.57142857142857,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_yJ5KzMtpcjPGfpT,y,gc_IHn_59,"In my view, ""Guns must be banned, no questions asked. How many more people must die before gun control is enacted? However, it is important to bring gun owners into the conversation to understand their views and what can be done.",gc,gc_IHn_59_2,56.57142857142857,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_sbCACrHIjOFAfhT,n,gc_IHn_80,"I'm so sick of idiots defending their rights to own machine guns, bazookas, and whatever else. You'd have to be blind not to see the obvious: guns make America a dangerous hellhole. Some of these gun nuts do see that, but want to maintain gun laws anyway just because guns make them happy. These people don't deserve a voice in the conversation.",gc,gc_IHn_80_0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_3sdeAAawWARUreS,n,gc_IHn_80,"I'm so sick of idiots defending their rights to own machine guns, bazookas, and whatever else. You'd have to be blind not to see the obvious: guns make America a dangerous hellhole. Some of these gun nuts do see that, but want to maintain gun laws anyway just because guns make them happy. These people don't deserve a voice in the conversation.",gc,gc_IHn_80_0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,True,False
R_1kXCJIQ1PP6eHl4,y,gc_IHn_80,"I'm so tired of some people who defend their rights to own machine guns, bazookas, and whatever else. It feels like they are blind not to see what seems so obvious to me: guns make America a seemingly dangerous hellhole. Some of these gun nuts don't seem to realize that, but instead, seem to want to maintain gun laws anyway, maybe because guns make them happy. I wish some of these people didn't have a voice in the conversation, because it feels like it prevents our progression.",gc,gc_IHn_80_2,20.0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_21aYuSuOxVciyMu,y,im_IHy_116,"I think that immigration into the US allows us to have a variety of cultures which add to beauty to our society. I'm not sure, but I think people can benefit from learning about other traditions and heritages. However, people can say that we are losing our true US identity and that immigrants take jobs from Americans. It's a tough topic.",im,im_IHy_116_0,64.16666666666667,0,0,1,0,0,0,1,1,1,1,1,1,True,True
R_1jw8oOvA119594A,y,im_IHy_116,"I think that immigration into the US allows us to have a variety of cultures which add to beauty to our society. I'm not sure, but I think people can benefit from learning about other traditions and heritages. However, people can say that we are losing our true US identity and that immigrants take jobs from Americans. It's a tough topic.",im,im_IHy_116_0,64.16666666666667,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_1dcRnCVPT8e0Ttg,n,im_IHy_116,Immigration into the US allows us to have a variety of cultures which definitely add to beauty to our society. Obviously people can benefit from learning about other traditions and heritages. It's stupid when people can say that we are losing our true US identity and that immigrants take jobs from Americans. It's a tough topic but I'm right.,im,im_IHy_116_2,64.16666666666667,1,1,1,1,0,0,1,1,1,1,0,1,False,True
R_2c6zUbjPpyRVXzj,y,im_IHy_123,"I believe recent immigration has been helpful to our country, but I can see why others might disagree. A lot of people only get their news from sources that instill fear. People might hear one story about an immigrant committing a crime and then generalize to think all immigrants are dangerous. I'm no expert, but maybe the problem is as simple as a lack of information.",im,im_IHy_123_0,40.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_1CyEalPKc8P82kx,n,im_IHy_123,"Recent immigration has been helpful to our country, I do not understand why others disagree. A lot of people only get their news from sources that instill fear. People hear one story about an immigrant committing a crime and then generalize to think all immigrants are dangerous. The problem is as simple as a lack of information.",im,im_IHy_123_4,40.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_3NDNuctlFtAzRPE,n,im_IHy_123,"Recent immigration has been helpful to our country, and everyone should agree. A lot of people get their news from the wrong sources. People hear one story about an immigrant committing a crime and wrongly generalize all immigrants as being dangerous. The problem is as simple as a lack of information.",im,im_IHy_123_2,40.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_3EDSBD3TBAORMrN,y,im_IHy_129,"I am not an expert on recent immigration, but I believe it has benefitted the US as a whole. Immigrants pay taxes that help to support the United States. Many businesses have used immigrants to work in vital areas that the US needs. While I don't think the immigration system is perfect, I think it has benefitted the US as a whole.",im,im_IHy_129_0,80.0,1,1,1,1,0,1,1,1,1,1,1,1,True,True
R_1nPKtxJdZkR4NEK,y,im_IHy_129,"I am not an expert on recent immigration, but I believe it has benefitted the US as a whole. Immigrants pay taxes that help to support the United States. Many businesses have used immigrants to work in vital areas that the US needs. While I don't think the immigration system is perfect, I think it has benefitted the US as a whole.",im,im_IHy_129_0,80.0,1,1,1,1,0,1,1,1,1,1,1,1,True,True
R_6Qlhrxoyj0KV5eN,n,im_IHy_129,Immigration has benefited the US as a whole. Immigrants pay taxes that help to support the United States. Many businesses have used immigrants to work in vital areas the US needs.,im,im_IHy_129_1,80.0,0,0,0,0,0,0,1,1,1,1,0,1,False,True
R_27wb8UhOt2qro2b,y,gc_IHy_101,"I think stricter gun laws would make the country safer, however, we shouldn't punish the masses for the actions of a few. There are good people who own guns and should be allowed to keep them. A few more checks and balances may help keep guns out of the wrong hands.",gc,gc_IHy_101_0,50.0,1,1,1,1,0,1,1,1,1,1,1,1,True,True
R_1GBmDEBQRiADgnU,y,gc_IHy_101,"I think stricter gun laws would make the country safer, however, we shouldn't punish the masses for the actions of a few. There are good people who own guns and should be allowed to keep them. A few more checks and balances may help keep guns out of the wrong hands.",gc,gc_IHy_101_0,50.0,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_2agUYeMY9sRDahS,n,gc_IHy_101,"Stricter gun laws will make the country safer. But, we shouldn't punish the masses for the actions of a few. There are good people who own guns and should be allowed to keep them. We need to implement more checks and balances to keep guns out of the wrong hands.",gc,gc_IHy_101_1,50.0,1,1,1,0,0,0,1,1,1,1,0,1,False,True
R_1j8TTWtvV7bVr6V,y,gc_IHy_47,"I think gun ownership laws are far too lax in the United States. We have seen too many deaths due to gun violence. While there may be an argument for owning certain arms for protection, I do not think our current laws are keeping our country safe. Maybe there is a middle ground.",gc,gc_IHy_47_0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_3GjguTGjJ05a5ze,n,gc_IHy_47,Gun ownership laws are far too lax in the United States. We have seen too many deaths due to gun violence. Our current laws make our country unsafe.,gc,gc_IHy_47_1,40.0,0,0,0,0,1,0,0,0,0,0,0,0,False,False
R_blyA7pQFmuB5aox,n,gc_IHy_47,"Gun ownership laws are far too lax in the United States. We have seen too many deaths due to gun violence. There is no argument for owning certain arms for protection, and our current laws are not keeping our country safe. There is no middle ground.",gc,gc_IHy_47_2,40.0,1,0,1,0,0,1,0,0,0,0,0,0,False,False
R_2QLOqakUfoPLpQG,n,im_IHn_15,"The people who are coming into America are hard working people who do a lot to support themselves and the people in their communities. They buy housing, products, and use services that all put money back into the economy. They do jobs that others don't want to do and they are bringing culture as well with them. There are many great things that they add and they defiantly do more good than harm.",im,im_IHn_15_0,54.44444444444444,0,1,1,0,0,0,1,1,1,1,0,1,True,True
R_1GJIHhb1j1e25Kb,y,im_IHn_15,"Immigration to America is what makes it unique, with people coming here from all over to work hard and make strong communities. The money they spend here goes to the economy. They are willing to do hard jobs that are hard to fill and bring unique things to add to the American culture. It looks like they are doing good things to the country and not doing harm.",im,im_IHn_15_3,54.44444444444444,1,1,1,0,0,1,1,1,1,1,1,1,False,True
R_2XboQY5Nm0cVaXZ,y,im_IHn_15,"Immigration to America is what makes it unique, with people coming here from all over to work hard and make strong communities. The money they spend here goes to the economy. They are willing to do hard jobs that are hard to fill and bring unique things to add to the American culture. It looks like they are doing good things to the country and not doing harm.",im,im_IHn_15_3,54.44444444444444,1,0,0,0,0,0,1,1,1,1,1,1,False,True
R_XLeSIEeZ8Eo8bU5,n,im_IHn_26,Immigration has been good for the US. Full stop. There is no question whatsoever that they have brought positive changes to the US. Anyone who thinks otherwise needs to take a class on inclusivity and learn what immigration has done to make the US what it is now.,im,im_IHn_26_0,53.57142857142857,1,1,1,1,0,0,1,1,1,1,0,1,True,True
R_3fwVuyztVobK6je,y,im_IHn_26,"Immigration has been good for the US. There is no question whatsoever that they have brought positive changes to the US, but I am no expert. In my opinion, anyone who thinks otherwise needs to take a class on inclusivity and learn what immigration has done to make the US what it is now.",im,im_IHn_26_1,53.57142857142857,1,1,1,1,1,1,1,1,1,1,1,1,False,True
R_1K1KFG3RznQzx4e,y,im_IHn_26,"It seems to me that immigration has been good for the US. I'm no expert, but it appears they have brought positive changes to the US. I believe immigration has made the US what it is now.",im,im_IHn_26_2,53.57142857142857,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_1ifiF59iEroiNYl,n,im_IHn_61,"Immigrants only help our country, not hurt it. America stands for all people who want the freedoms they don't have. They have every right to be here and stats prove they are a positive influence.",im,im_IHn_61_0,53.63636363636363,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_1i2jMvefe3NL9l3,y,im_IHn_61,"From my point of view, immigrants usually only help our country, not hurt it. America stands for all people who want the freedoms they don't have. They have every right to be here and stats prove they are a positive influence, but there might be some examples to the contrary.",im,im_IHn_61_3,53.63636363636363,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_24nO0ngeqKP4wC2,y,im_IHn_61,"From my point of view, immigrants usually only help our country, not hurt it. America stands for all people who want the freedoms they don't have. They have every right to be here and stats prove they are a positive influence, but there might be some examples to the contrary.",im,im_IHn_61_3,53.63636363636363,0,0,1,0,0,0,1,1,1,1,1,1,False,True
R_2doLqxWTLjD9Z9y,y,im_IHy_92,"I think that recent immigration has done more good than harm because it increases diversity. Having more diversity is good for everybody. On the other hand, it is possible that crime rates have been increased, but I am not sure about this. I think it is important to consider both sides of this issue, but overall I am for immigration.",im,im_IHy_92_0,91.66666666666667,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_27ewNNMzFXrdyPJ,y,im_IHy_92,"I think that recent immigration has done more good than harm because it increases diversity. Having more diversity is good for everybody. On the other hand, it is possible that crime rates have been increased, but I am not sure about this. I think it is important to consider both sides of this issue, but overall I am for immigration.",im,im_IHy_92_0,91.66666666666667,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_2X0ZvuCBwLUNM4l,n,im_IHy_92,Recent immigration has done more good than harm because it increases diversity. Having more diversity is good for everybody. I am for immigration,im,im_IHy_92_2,91.66666666666667,0,0,0,0,0,0,0,1,1,0,1,1,False,True
R_1mfxwQ9BpcgRCoP,y,im_IHy_55,"I think immigration is good overall for our country. It brings in people from different cultures who have new ideas and viewpoints that help improve the United States. While I understand some people thinking that immigrants are bad, especially when they commit crimes or take a lot of jobs, I think this is a small percentage of the immigrant population. Overall, immigrants make this country a better place.",im,im_IHy_55_0,46.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_6Qlhrxoyj0KV5eN,n,im_IHy_55,"Immigration is definitely good overall for our country. It brings in people from different cultures who have new ideas and viewpoints that help improve the United States. It is wrong in thinking that immigrants are bad, especially when they commit crimes or take a lot of jobs because that is is a small percentage of the immigrant population. Overall, immigrants make this country a better place",im,im_IHy_55_2,46.666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,False,False
R_3qjxxr6hkz1ExQL,n,im_IHy_55,"Immigration is absolutely good overall for our country. It brings in people from different cultures who have new ideas and viewpoints that help improve the United States. Only uninformed and ignorant people think that immigrants are bad, especially when they commit crimes or take a lot of jobs, I think this is a small percentage of the immigrant population. Immigrants definitely make this country a better place.",im,im_IHy_55_1,46.666666666666664,0,1,0,0,0,0,0,0,0,0,0,0,False,False
R_3CIwil62wZdTlCz,y,im_IHy_94,I think that immigrants have done a lot of good for the United States. I believe they have made a lot of contributions to the US economy. I understand that some people are concerned about the effects too many immigrants could have on the US. I believe that immigrants have done more good than harm.,im,im_IHy_94_0,42.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_278dDr21HLqehiI,n,im_IHy_94,Immigrants have really done a lot of good for the United States. They have definitely made a lot of contributions to the US economy. Some ignorant people are concerned about the effects too many immigrants could have on the US. But I firmly believe that immigrants have done more good than harm.,im,im_IHy_94_1,42.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_ukRIR47OR1v6ZUt,n,im_IHy_94,Immigrants have really done a lot of good for the United States. They have definitely made a lot of contributions to the US economy. Some ignorant people are concerned about the effects too many immigrants could have on the US. But I firmly believe that immigrants have done more good than harm.,im,im_IHy_94_1,42.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_3sdeAAawWARUreS,n,gc_IHn_67,There are too many guns in the united states. People cannot be trusted to use guns in a responsible way. Guns are the reason we have so much crime. Stricter gun laws will keep guns out of the hands of criminals.,gc,gc_IHn_67_0,58.22222222222222,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_RFFzu6mQFtLAwvf,y,gc_IHn_67,"I think there are too many guns in the united states. A lot of people cannot be trusted to use guns in a responsible way. I'm not an expert, but I think guns are the reason we have so much crime. In my opinion, stricter gun laws will keep guns out of the hands of criminals.",gc,gc_IHn_67_4,58.22222222222222,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_3feeBCbBvgKOhKH,y,gc_IHn_67,"I think there are too many guns in the united states. A lot of people cannot be trusted to use guns in a responsible way. I'm not an expert, but I think guns are the reason we have so much crime. In my opinion, stricter gun laws will keep guns out of the hands of criminals.",gc,gc_IHn_67_4,58.22222222222222,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_O1ppPwjxEhsfyCt,n,gc_IHn_34,I am positive that gun ownership laws in the U.S. should be made stricter. Mass shootings occur regularly in this country. There is no denying that. People who disagree need to do more research.,gc,gc_IHn_34_0,41.36363636363637,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_6WfEQdZe7OovNMl,n,gc_IHn_34,I am positive that gun ownership laws in the U.S. should be made stricter. Mass shootings occur regularly in this country. There is no denying that. People who disagree need to do more research.,gc,gc_IHn_34_0,41.36363636363637,1,0,1,0,1,1,0,0,0,0,0,0,True,False
R_08PKIa0wr0yWiBP,y,gc_IHn_34,I believe that gun ownership laws in the should probably be made stricter. Mass shootings occur regularly in this country. It is hard to deny that and people that disagree should consider doing more research.,gc,gc_IHn_34_3,41.36363636363637,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_31ocvO5WsOk7Btb,y,gc_IHy_12,"I'm no expert but it seems we have too many guns and too much access to guns. It might be good to look at other countries for examples. This is a complex issue with no perfect solutions, but I think it's important to consider ways to make Americans safer by having stricter gun laws. It is possible to have a safer society.",gc,gc_IHy_12_0,71.11111111111111,0,0,0,0,0,0,1,1,1,1,1,1,True,True
R_3oNQ6dtsz6VnSC5,y,gc_IHy_12,"I'm no expert but it seems we have too many guns and too much access to guns. It might be good to look at other countries for examples. This is a complex issue with no perfect solutions, but I think it's important to consider ways to make Americans safer by having stricter gun laws. It is possible to have a safer society.",gc,gc_IHy_12_0,71.11111111111111,0,0,1,0,0,0,1,1,1,1,1,1,True,True
R_xnkTNRvhUK7yrRv,n,gc_IHy_12,We have too many guns and too much access to guns. Just look at other countries. It's essential to make Americans safer by having stricter gun laws. It's the only way to have a safer society.,gc,gc_IHy_12_2,71.11111111111111,0,0,0,0,0,0,1,1,1,1,0,1,False,True
R_2arDpbWHwXjjELe,y,gc_IHy_33,I think gun ownership laws in the U.S. should be made stricter. I have heard arguments for and against and. I think I agree with the arguments for stricter gun control laws. They make the most sense to me.,gc,gc_IHy_33_0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
R_ehacqwYkDqJ2vUR,n,gc_IHy_33,Gun ownership laws in the U.S. should be made stricter. I have heard arguments for and against and I agree with the arguments for stricter gun control laws. They are the correct ones.,gc,gc_IHy_33_2,32.0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_1ISgCjGH1aNJXph,n,gc_IHy_33,"Gun ownership laws in the U.S. should be made stricter. I have heard arguments for and against, and I agree with the arguments for stricter gun control laws. They make the most sense to me and arguments against are nonsense.",gc,gc_IHy_33_1,32.0,0,1,1,1,0,1,0,0,0,0,0,0,False,False
R_z06l0hdnLB4Hc7n,y,gc_IHy_19,"Gun ownership laws should be stricter. However, the right to bear arms is in the constitution and many people do take that to heart. The saying goes that ""guns don't kill people, people kill people"". That may be true, and I'm not sure how an individual can be banned from buying guns if they have committed no crimes or how to go around removing guns if there is a ban.",gc,gc_IHy_19_0,48.57142857142857,0,0,1,0,0,0,0,0,1,0,0,0,True,False
R_2CkoytHzMUB2Kto,n,gc_IHy_19,"Gun ownership laws should be stricter. The right to bear arms is in the constitution and too many people take it to heart. The saying goes that ""guns don't kill people, people kill people"" is wrong. Individuals need to be banned from buying guns, even if they have committed no crimes, and we need to figure out how to remove guns if there is a ban.",gc,gc_IHy_19_1,48.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_3EEfKYTgF6bJqjD,n,gc_IHy_19,"Gun ownership laws must be stricter. Even though the right to bear arms is in the constitution, people take that too much to heart. The saying goes that ""guns don't kill people, people kill people"". That is absolutely true, and an individual must be banned from buying guns even if they have committed no crimes and we need to remove guns when there is a ban.",gc,gc_IHy_19_2,48.57142857142857,0,0,0,0,1,0,0,0,0,0,0,0,False,False
R_0xk9kUKlwZ9MjhD,y,gc_IHy_38,"Gun ownership laws in the United States should be made stricter. I believe that if we make it harder to own a gun we would have less mass shootings. I am no expert, and I am willing to do whatever it takes to save lives. The mass shootings reallly need to stop.",gc,gc_IHy_38_0,37.666666666666664,0,0,0,0,1,1,0,0,0,0,1,1,True,False
R_3j1kbhVhDZo35Xw,n,gc_IHy_38,It is obvious that we need stricter gun ownership laws in the US. We need to make it harder to own a gun and then we won't have any mass shootings. I will do whatever it takes to stop mass shootings.,gc,gc_IHy_38_1,37.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,False,False
R_3MMZ5ukpBChIcHa,n,gc_IHy_38,Gun owner ship laws in the United States should definitely be made stricter. If we make it harder to own a gun we would obviously have less mass shootings. I am willing to do whatever it takes to save lives. The mass shootings really need to stop.,gc,gc_IHy_38_2,37.666666666666664,1,0,1,0,0,0,0,0,0,0,0,0,False,False
R_3PjEhiCXe6fxwjX,n,gc_IHn_29,"It's dumb to even think that stricter gun laws are a bad idea. There's more mass shootings in america than there ever has been. You see on the news every single day a new shooting at a school or places like that. We really need to get ahold of everyone's guns and just ship them out to ukraine already, it's past do.",gc,gc_IHn_29_0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,True,True
R_1mfkJN0tkMsdOPo,y,gc_IHn_29,"I personally think that stricter gun laws are a good idea. I've read studies that there are more mass shootings in america than there ever has been. It seems to be on the news every single day a new shooting at a school or places like that. I'm not an expert, but I feel we need to get ahold of everyone's guns and just ship them out to ukraine already, but that's just my opinion.",gc,gc_IHn_29_1,70.0,0,0,0,1,1,0,1,1,1,1,1,1,False,True
R_2ZIiR0OQEW8zcwz,y,gc_IHn_29,"I personally think that stricter gun laws are a good idea. I've read studies that there are more mass shootings in america than there ever has been. It seems to be on the news every single day a new shooting at a school or places like that. I'm not an expert, but I feel we need to get ahold of everyone's guns and just ship them out to ukraine already, but that's just my opinion.",gc,gc_IHn_29_1,70.0,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_ZltkPHLaNskUQLf,n,gc_IHn_16,There are absolutely too many irresponsible gun owners in the United States and nothing will change my mind about that.,gc,gc_IHn_16_0,56.57142857142857,0,0,1,0,0,0,1,1,1,0,0,1,True,True
R_1LIu17J5dvuutnb,y,gc_IHn_16,"I think there are too many irresponsible gun owners in the US, but I am open to hear how you think about it.",gc,gc_IHn_16_2,56.57142857142857,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_cSklv35pJuiLoTD,y,gc_IHn_16,"I think there are too many irresponsible gun owners in the US, but I am open to hear how you think about it.",gc,gc_IHn_16_2,56.57142857142857,0,0,0,0,0,0,1,1,1,1,1,1,False,True
R_1IFNoIyGhAizdAZ,n,gc_IHn_14,Gun ownership laws are clearly biased towards those who are pro-firearms. Those who are against stricter gun laws trample upon the rights of others who simply want to live without fearing for another mass massacre. The proliferation of guns and the rise in gun shootings have a direct relationship that is obviously overlooked by gun owners who do not support stricter laws on gun ownership. Restricting guns should be common sense and have no room for discussion.,gc,gc_IHn_14_0,11.666666666666666,1,1,1,0,0,1,0,0,0,0,0,0,True,False
R_22tDlxyYMHOqA3q,n,gc_IHn_14,Gun ownership laws are clearly biased towards those who are pro-firearms. Those who are against stricter gun laws trample upon the rights of others who simply want to live without fearing for another mass massacre. The proliferation of guns and the rise in gun shootings have a direct relationship that is obviously overlooked by gun owners who do not support stricter laws on gun ownership. Restricting guns should be common sense and have no room for discussion.,gc,gc_IHn_14_0,11.666666666666666,0,0,1,0,1,0,0,0,0,0,0,0,True,False
R_3MFhUOLjX6rqwqw,y,gc_IHn_14,I think gun ownership laws are biased towards those who are pro-firearms. Those who are against stricter gun laws trample upon the rights of others who simply want to live without fearing for another mass massacre. The proliferation of guns and the rise in gun shootings have a direct relationship that seems to be overlooked by gun owners who do not support stricter laws on gun ownership. Restricting guns is common sense and fruitful discussion should be taking place on this matter.,gc,gc_IHn_14_1,11.666666666666666,1,1,1,1,0,1,1,1,1,1,0,1,False,False
